Marker_name	Chromosome	Marker_position
A4157	chr5	139955595
A4158	chr5	140022002
A4159	chr5	151053691
A4160	chr5	140034353
A4161	chr5	74645041
A4162	chr5	74736137
A4163	chr5	175905852
A4164	chr5	153856178
A4165	chr5	140481820
A4166	chr5	140516251
A4167	chr5	140531275
A4168	chr5	140554100
A4169	chr5	76615953
A4170	chr5	178043640
A4171	chr5	140626473
A4172	chr5	156471277
A4173	chr5	178414267
A4174	chr5	156626072
A4175	chr5	179418884
A4176	chr5	157163330
A4177	chr5	78177471
A4178	chr5	157249467
A4179	chr5	79333122
A4180	chr5	179963408
A4181	chr5	158749843
A4182	chr5	180351991
A4183	chr5	159464335
A4184	chr5	80061373
A4185	chr5	80391233
A4186	chr5	161538544
A4187	chr5	162868866
A4188	chr5	89788967
A4189	chr5	31466453
A4190	chr5	31261555
A4191	chr5	126142513
A4192	chr5	90671858
A4193	chr5	32149633
A4194	chr5	32567962
A4195	chr5	32740497
A4196	chr5	93200589
A4197	chr5	128121520
A4198	chr5	33455223
A4199	chr5	1882445
A4200	chr5	96322158
A4201	chr5	59041406
A4202	chr5	34912231
A4203	chr5	34920791
A4204	chr5	35023202
A4205	chr5	35139827
A4206	chr5	1081324
A4207	chr5	132014023
A4208	chr5	131936012
A4209	chr5	131884833
A4210	chr5	100190804
A4211	chr5	141381960
A4212	chr5	141336227
A4213	chr5	133498681
A4214	chr5	37329761
A4215	chr5	133545929
A4216	chr5	142024680
A4217	chr5	142736286
A4218	chr5	133297839
A4219	chr5	64871219
A4220	chr5	38541760
A4221	chr5	64903654
A4222	chr5	64941301
A4223	chr5	39354667
A4224	chr5	134023996
A4225	chr5	134223354
A4226	chr5	40735327
A4227	chr5	167929877
A4228	chr5	167808982
A4229	chr5	134702597
A4230	chr5	145859199
A4231	chr5	146829996
A4232	chr5	135496484
A4233	chr5	148901383
A4234	chr5	149406135
A4235	chr5	172320483
A4236	chr5	149514417
A4237	chr5	149555239
A4238	chr5	172436604
A4239	chr5	172581417
A4240	chr5	172749111
A4241	chr5	173352131
A4242	chr5	175099139
A4243	chr5	176892505
A4244	chr5	176478943
A4245	chr5	176272687
A4246	chr3	184954095
A4247	chr3	74441005
A4248	chr3	160134906
A4249	chr3	53908661
A4250	chr3	186276097
A4251	chr3	119230658
A4252	chr3	3206035
A4253	chr3	186448404
A4254	chr3	186387017
A4255	chr3	187451340
A4256	chr3	120374219
A4257	chr3	190085131
A4258	chr3	97501659
A4259	chr3	132359144
A4260	chr3	121807098
A4261	chr3	134084518
A4262	chr3	100064627
A4263	chr3	122117102
A4264	chr3	9810765
A4265	chr3	122187294
A4266	chr3	136012943
A4267	chr15	25633254
A4268	chr3	137961670
A4269	chr3	138263283
A4270	chr3	139185657
A4271	chr3	139247473
A4272	chr3	140679723
A4273	chr3	141517161
A4274	chr3	141461724
A4275	chr3	141765831
A4276	chr3	142096176
A4277	chr3	20138705
A4278	chr3	165522976
A4279	chr3	167178184
A4280	chr3	167426906
A4281	chr3	169572342
A4282	chr3	55511858
A4283	chr3	48577282
A4284	chr3	48617103
A4285	chr3	192171368
A4286	chr3	48833654
A4287	chr3	193855227
A4288	chr3	49346704
A4289	chr3	195079636
A4290	chr3	172503868
A4291	chr3	50231497
A4292	chr3	50280255
A4293	chr3	100448007
A4294	chrY	14892962
A4295	chr3	50343566
A4296	chr3	50361570
A4297	chr3	50386641
A4298	chr3	101402780
A4299	chr3	50392008
A4300	chr3	62313268
A4301	chr3	180643235
A4302	chr3	105481350
A4303	chr3	107385977
A4304	chr3	107910538
A4305	chr3	179143184
A4306	chr3	108056254
A4307	chr3	197651479
A4308	chr3	81675081
A4309	chr3	108757037
A4310	chr3	124456626
A4311	chr3	196665870
A4312	chr3	125202268
A4313	chr3	111827516
A4314	chr3	69405437
A4315	chr3	125772801
A4316	chr3	125695142
A4317	chr3	126731836
A4318	chr3	113498384
A4319	chr3	127395773
A4320	chr3	127369838
A4321	chr3	118908182
A4322	chr3	47613005
A4323	chr3	47356356
A4324	chr3	47486909
A4325	chr3	128740028
A4326	chr3	128675121
A4327	chr3	130907501
A4328	chr3	131201441
A4329	chr3	145939546
A4330	chr3	50614474
A4331	chr3	50646591
A4332	chr3	50667835
A4333	chr3	38514987
A4334	chr3	39115822
A4335	chr3	149463271
A4336	chr3	39144002
A4337	chr3	179633793
A4338	chr3	51971701
A4339	chr3	183686762
A4340	chr3	151539050
A4341	chr3	52009975
A4342	chr3	40352545
A4343	chr3	52016132
A4344	chr3	153907204
A4345	chr3	183377810
A4346	chr3	155278112
A4347	chr3	42554925
A4348	chr3	52392421
A4349	chr3	156265451
A4350	chr3	42702124
A4351	chr3	52486602
A4352	chr3	42666166
A4353	chr3	184071706
A4354	chr3	71318492
A4355	chr3	184042714
A4356	chr3	52740576
A4357	chr3	52774882
A4358	chr2	220499375
A4359	chr2	206904736
A4360	chr2	207025980
A4361	chr2	207397057
A4362	chr2	74170020
A4363	chr2	74392840
A4364	chr2	97283715
A4365	chr2	97388733
A4366	chr2	74661256
A4367	chr2	113269523
A4368	chr2	113536829
A4369	chr2	228680415
A4370	chr2	209177233
A4371	chr2	96007438
A4372	chr2	96075416
A4373	chr2	232333297
A4374	chr2	98276500
A4375	chr2	114488494
A4376	chr2	98343174
A4377	chr2	114683855
A4378	chr2	120002306
A4379	chr2	120853638
A4380	chr2	122008473
A4381	chr2	24304517
A4382	chr2	25180734
A4383	chr2	25387747
A4384	chr2	153002910
A4385	chr2	26730818
A4386	chr2	157381024
A4387	chr2	27005546
A4388	chr2	158308302
A4389	chr2	158662666
A4390	chr2	159957158
A4391	chr2	27487618
A4392	chr2	27540453
A4393	chr2	27564292
A4394	chr2	27590286
A4395	chr2	27657891
A4396	chr2	161042288
A4397	chr2	27716431
A4398	chr2	182361421
A4399	chr2	162216388
A4400	chr2	27596692
A4401	chr2	53923490
A4402	chr2	27618307
A4403	chr2	183196341
A4404	chr19	1494545
A4405	chr19	1486089
A4406	chr2	163004153
A4407	chr19	1459771
A4408	chr2	163149401
A4409	chr19	1439470
A4410	chr2	163201727
A4411	chr2	74685080
A4412	chr2	74690360
A4413	chr2	74716106
A4414	chr19	1389554
A4415	chr2	74733938
A4416	chr2	165413840
A4417	chr2	29366540
A4418	chr2	74742432
A4419	chr2	54790117
A4420	chr2	74755419
A4421	chr2	55269541
A4422	chr2	74758488
A4423	chr2	74771179
A4424	chr2	74780417
A4425	chr2	166627646
A4426	chr2	75191437
A4427	chr2	75350208
A4428	chr2	55581017
A4429	chr2	211071439
A4430	chr2	75746638
A4431	chr2	75895943
A4432	chr2	211319174
A4433	chr2	190323225
A4434	chr2	56122188
A4435	chr2	79349016
A4436	chr2	58427442
A4437	chr2	216263029
A4438	chr2	191857385
A4439	chr2	191787915
A4440	chr2	61006292
A4441	chr2	84895146
A4442	chr2	216904365
A4443	chr2	99230010
A4444	chr2	217513355
A4445	chr2	85600196
A4446	chr2	217548538
A4447	chr2	61556251
A4448	chr2	233509129
A4449	chr2	233636226
A4450	chr2	62105581
A4451	chr2	85780258
A4452	chr2	233898574
A4453	chr2	63087304
A4454	chr2	63281081
A4455	chr2	99946305
A4456	chr2	198329089
A4457	chr2	85919137
A4458	chr2	198277161
A4459	chr2	86091202
A4460	chr2	101021222
A4461	chr2	101186174
A4462	chr2	198399359
A4463	chr2	198366449
A4464	chr2	86693804
A4465	chr2	219487197
A4466	chr2	86839399
A4467	chr2	219513508
A4468	chr2	102626656
A4469	chr2	219691957
A4470	chr2	88390102
A4471	chr2	102738669
A4472	chr2	219731749
A4473	chr2	102829947
A4474	chr2	102948229
A4475	chr2	102971603
A4476	chr2	103052087
A4477	chr2	103281971
A4478	chr2	106014569
A4479	chr2	238429016
A4480	chr2	220039723
A4481	chr2	106760277
A4482	chr2	220079101
A4483	chr2	220112618
A4484	chr2	108616714
A4485	chr2	242211577
A4486	chr2	242106029
A4487	chr2	242067596
A4488	chr2	242440617
A4489	chr2	1462739
A4490	chr2	128181412
A4491	chr2	8821779
A4492	chr2	10029014
A4493	chr2	10505379
A4494	chr2	10584362
A4495	chr2	32713031
A4496	chr2	10770496
A4497	chr2	131986851
A4498	chr2	171804306
A4499	chr2	37132199
A4500	chr2	37443805
A4501	chr2	37514798
A4502	chr2	172316144
A4503	chr2	37586091
A4504	chr2	135871899
A4505	chr2	172752823
A4506	chr2	38222307
A4507	chr2	172965897
A4508	chr2	136570080
A4509	chr2	136703958
A4510	chr2	38974688
A4511	chr2	20412876
A4512	chr2	199053365
A4513	chr2	65233305
A4514	chr2	39280011
A4515	chr2	143717478
A4516	chr2	175485972
A4517	chr2	201801049
A4518	chr2	42606457
A4519	chr2	68394173
A4520	chr2	148733557
A4521	chr2	68608445
A4522	chr2	151360117
A4523	chr2	175985044
A4524	chr2	43608492
A4525	chr2	69795006
A4526	chr2	202279116
A4527	chr2	70426379
A4528	chr2	70456184
A4529	chr2	70496420
A4530	chr19	919151
A4531	chr2	46567321
A4532	chr19	950860
A4533	chr2	203087117
A4534	chr2	71060149
A4535	chr19	1005074
A4536	chr2	71144148
A4537	chr2	71177774
A4538	chr2	178174874
A4539	chr2	47979954
A4540	chr2	179363192
A4541	chr2	73116888
A4542	chr2	222360834
A4543	chr2	205947701
A4544	chr2	223478155
A4545	chr2	73725403
A4546	chr1	147055599
A4547	chr1	170670214
A4548	chr1	55334098
A4549	chr1	15886091
A4550	chr1	220769685
A4551	chr1	175498618
A4552	chr1	2287919
A4553	chr1	53071383
A4554	chr1	174974575
A4555	chr1	53455138
A4556	chr16	1273454
A4557	chr1	176623521
A4558	chr1	178791769
A4559	chr1	178829513
A4560	chr1	3751211
A4561	chr1	179020318
A4562	chr1	54548726
A4563	chr1	54508262
A4564	chr1	54422795
A4565	chr1	3558328
A4566	chr1	179532380
A4567	chr1	54670425
A4568	chr1	6288642
A4569	chr1	6255389
A4570	chr1	6201018
A4571	chr1	180148567
A4572	chr1	109320722
A4573	chr1	6678919
A4574	chr1	8075416
A4575	chr1	8029958
A4576	chr1	109702851
A4577	chr1	29164431
A4578	chr1	110166699
A4579	chr1	29491377
A4580	chr1	29538419
A4581	chr1	110789843
A4582	chr1	184691706
A4583	chr1	111987255
A4584	chr1	111998440
A4585	chr1	112172076
A4586	chr1	32778461
A4587	chr1	113188018
A4588	chr1	33303422
A4589	chr1	33416166
A4590	chr1	155228995
A4591	chr1	33629331
A4592	chr1	155418828
A4593	chr1	35363111
A4594	chr1	35650364
A4595	chr1	228876620
A4596	chr1	155774349
A4597	chr1	155946745
A4598	chr1	156026422
A4599	chr1	156452069
A4600	chr1	63037184
A4601	chr1	11117361
A4602	chr1	64014996
A4603	chr1	11712133
A4604	chr1	11729296
A4605	chr1	184477173
A4606	chr1	185193554
A4607	chr1	11743122
A4608	chr1	65797727
A4609	chr1	65996745
A4610	chr1	185275990
A4611	chr1	11983066
A4612	chr1	12056904
A4613	chr1	186274549
A4614	chr1	12085812
A4615	chr1	183504366
A4616	chr1	183542354
A4617	chr1	186421476
A4618	chr1	67492398
A4619	chr1	186878099
A4620	chr1	68152382
A4621	chr1	12854161
A4622	chr1	12836516
A4623	chr1	68631472
A4624	chr1	14089133
A4625	chr1	192779786
A4626	chr1	68905073
A4627	chr1	193044729
A4628	chr1	115226979
A4629	chr1	193005308
A4630	chr1	115117219
A4631	chr1	70695050
A4632	chr1	70891217
A4633	chr1	15905226
A4634	chr1	114523469
A4635	chr1	74837029
A4636	chr1	196753564
A4637	chr1	16036045
A4638	chr1	75185131
A4639	chr1	114270782
A4640	chr1	16285495
A4641	chr1	117085409
A4642	chr1	36049950
A4643	chr1	117304428
A4644	chr1	117626500
A4645	chr1	200071641
A4646	chr1	200965674
A4647	chr1	201122301
A4648	chr1	36557004
A4649	chr1	36633815
A4650	chr1	119628566
A4651	chr1	119924077
A4652	chr1	36898757
A4653	chr1	36925678
A4654	chr1	231471039
A4655	chr1	231395336
A4656	chr1	231683334
A4657	chr1	38152578
A4658	chr1	39314682
A4659	chr1	235571479
A4660	chr1	236183796
A4661	chr1	236698790
A4662	chr1	40131251
A4663	chr1	40150840
A4664	chr1	237012945
A4665	chr1	40238693
A4666	chr1	40364513
A4667	chr1	232615507
A4668	chr1	238049899
A4669	chr1	40666819
A4670	chr1	241727189
A4671	chr1	41005537
A4672	chr1	41277904
A4673	chr1	41108840
A4674	chr1	243832958
A4675	chr1	157099624
A4676	chr1	76221648
A4677	chr1	77432261
A4678	chr1	160597487
A4679	chr1	160665088
A4680	chr1	82114982
A4681	chr1	17419602
A4682	chr1	17362941
A4683	chr1	17304163
A4684	chr1	84954207
A4685	chr1	202737562
A4686	chr1	162550475
A4687	chr1	18117683
A4688	chr1	85027726
A4689	chr1	163042578
A4690	chr1	202878996
A4691	chr1	18569608
A4692	chr1	85132938
A4693	chr1	86144611
A4694	chr1	20442241
A4695	chr1	205073206
A4696	chr1	89480463
A4697	chr1	89524522
A4698	chr1	20973918
A4699	chr1	21017508
A4700	chr1	145795757
A4701	chr1	205487822
A4702	chr1	205740851
A4703	chr1	145705706
A4704	chr1	145440552
A4705	chr1	21607868
A4706	chr1	24146742
A4707	chr1	24124680
A4708	chr1	23885347
A4709	chr1	207645407
A4710	chr1	207947130
A4711	chr1	150309798
A4712	chr1	150239892
A4713	chr1	43222380
A4714	chr1	43407791
A4715	chr1	43683226
A4716	chr1	43826750
A4717	chr1	43810960
A4718	chr1	44400952
A4719	chr1	44423152
A4720	chr1	44442063
A4721	chr1	44450727
A4722	chr1	44753837
A4723	chr1	45297125
A4724	chr1	46025968
A4725	chr1	45982713
A4726	chr1	46573986
A4727	chr1	46646187
A4728	chr1	169351493
A4729	chr1	169397007
A4730	chr1	169444194
A4731	chr1	46869728
A4732	chr1	46818336
A4733	chr1	93630792
A4734	chr1	170969259
A4735	chr1	93823250
A4736	chr1	171118793
A4737	chr1	95377670
A4738	chr1	171508650
A4739	chr1	95001068
A4740	chr1	94934077
A4741	chr1	171690343
A4742	chr1	101473411
A4743	chr1	172632084
A4744	chr1	97238257
A4745	chr1	173164662
A4746	chr1	173452175
A4747	chr1	173810662
A4748	chr1	209883902
A4749	chr1	209969250
A4750	chr1	210016131
A4751	chr1	173879731
A4752	chr1	24848458
A4753	chr1	25554081
A4754	chr1	25616716
A4755	chr1	100463940
A4756	chr1	211460723
A4757	chr1	26222077
A4758	chr1	26152281
A4759	chr1	26028328
A4760	chr1	211842537
A4761	chr1	26878886
A4762	chr1	26778279
A4763	chr1	212612971
A4764	chr1	212932309
A4765	chr1	214185559
A4766	chr1	27065559
A4767	chr1	214807234
A4768	chr1	28229646
A4769	chr1	28167738
A4770	chr1	28125328
A4771	chr1	220939858
A4772	chr1	48701336
A4773	chr1	52148870
A4774	chr1	52503823
A4775	chr7	158573315
A4776	chr19	45911745
A4777	chr15	81260943
A4778	chr15	77233280
A4779	chr15	78968278
A4780	chr11	1263851
A4781	chr11	1779602
A4782	chr2	3667237
A4783	chr3	136263148
A4784	chr3	137846894
A4785	chr19	1208917
A4786	chr11	118352372
A4787	chr11	118539212
A4788	chr11	118429464
A4789	chr11	102590153
A4790	chr11	116707566
A4791	chr19	48041527
A4792	chr19	47953349
A4793	chr19	47982963
A4794	chr11	118887911
A4795	chr1	200555245
A4796	chr1	201337513
A4797	chr1	200616060
A4798	chr1	200769259
A4799	chr1	161834972
A4800	chr2	208987778
A4801	chr2	216854016
A4802	chr2	217724484
A4803	chr2	207643657
A4804	chr2	206604785
A4805	chr2	208431308
A4806	chr2	207985426
A4807	chr18	29175331
A4808	chr18	29234004
A4809	chr1	150246963
A4810	chr1	150233516
A4811	chr12	25304725
A4812	chr12	25217602
A4813	chr5	160134674
A4814	chr11	74675184
A4815	chr11	77912807
A4816	chr6	80640913
A4817	chr6	76102514
A4818	chr6	90561884
A4819	chr6	79927684
A4820	chr6	83688838
A4821	chr6	88862830
A4822	chr6	88767028
A4823	chr1	70773344
A4824	chr1	67106524
A4825	chr6	64417477
A4826	chr6	144222528
A4827	chr6	147028349
A4828	chr6	144323586
A4829	chr6	146125263
A4830	chr6	138196400
A4831	chr6	131530740
A4832	chr6	146870465
A4833	chr6	135521382
A4834	chr6	135254894
A4835	chr6	134564817
A4836	chr6	127598733
A4837	chr6	131899878
A4838	chr6	132270914
A4839	chr6	134213483
A4840	chr16	72178416
A4841	chr4	15644732
A4842	chr4	17625991
A4843	chr12	60083121
A4844	chr12	64188460
A4845	chr19	21223141
A4846	chr2	85798919
A4847	chr1	114452235
A4848	chr18	3270094
A4849	chr6	108943507
A4850	chr6	109232402
A4851	chr20	35884863
A4852	chr20	35838417
A4853	chr20	35212122
A4854	chr1	116277015
A4855	chr1	102365358
A4856	chr4	88963874
A4857	chr4	89081945
A4858	chr4	88900690
A4859	chr4	77202819
A4860	chr4	77982734
A4861	chr3	158432583
A4862	chr3	158498747
A4863	chr1	220383715
A4864	chr16	5141057
A4865	chr16	4971625
A4866	chr16	4914513
A4867	chr13	77502585
A4868	chr13	74484310
A4869	chr13	76151852
A4870	chr13	58254694
A4871	chr2	20805528
A4872	chr2	20953335
A4873	chr2	20149956
A4874	chr12	4398727
A4875	chr12	4483143
A4876	chr5	95259288
A4877	chr5	161178614
A4878	chr2	196767981
A4879	chr2	204133336
A4880	chr2	201943314
A4881	chr2	197646102
A4882	chr2	200235106
A4883	chr5	133717276
A4884	chr9	77420210
A4885	chr9	74800810
A4886	chr9	73014521
A4887	chr9	71803166
A4888	chr2	106687158
A4889	chr2	9553640
A4890	chr2	9588463
A4891	chr3	196684572
A4892	chr3	196628156
A4893	chr12	124430292
A4894	chr1	230989100
A4895	chr1	231327580
A4896	chr1	236740054
A4897	chr9	115038331
A4898	chr9	110069946
A4899	chr9	115953463
A4900	chr9	111740330
A4901	chr9	111704742
A4902	chr9	131407503
A4903	chr9	131452191
A4904	chr9	131892227
A4905	chr9	131285773
A4906	chr9	123962853
A4907	chr9	123888514
A4908	chr9	119456580
A4909	chr9	123534973
A4910	chr9	123628791
A4911	chr9	127067735
A4912	chr9	116122667
A4913	chr9	127930535
A4914	chr9	124908421
A4915	chr9	116137489
A4916	chr9	136102142
A4917	chr9	125013510
A4918	chr9	115647196
A4919	chr9	115188453
A4920	chr9	128334592
A4921	chr9	102606655
A4922	chr9	102962410
A4923	chr9	101591172
A4924	chr9	126417182
A4925	chr9	101981473
A4926	chr1	36940261
A4927	chr18	61014851
A4928	chr18	61073069
A4929	chr18	55130723
A4930	chr19	1470348
A4931	chr19	59037587
A4932	chr14	75276156
A4933	chr14	73409725
A4934	chr14	75325136
A4935	chr14	74717808
A4936	chr14	75191620
A4937	chr14	75415512
A4938	chr14	94595353
A4939	chr14	74517811
A4940	chr14	75571434
A4941	chr14	75528055
A4942	chr14	76459703
A4943	chr14	74951887
A4944	chr14	74141006
A4945	chr14	77492961
A4946	chr14	74038340
A4947	chr14	75022089
A4948	chr14	75149979
A4949	chr14	75499351
A4950	chr14	76260694
A4951	chr14	76087258
A4952	chr14	74760942
A4953	chr14	75359521
A4954	chr14	94679268
A4955	chr14	76436888
A4956	chr14	75537999
A4957	chr14	78200930
A4958	chr14	73556633
A4959	chr14	74537374
A4960	chr14	91709572
A4961	chr14	76872567
A4962	chr14	75472953
A4963	chr14	90770530
A4964	chr14	74423501
A4965	chr14	74376267
A4966	chr2	46789602
A4967	chr2	54083588
A4968	chr2	27880177
A4969	chr2	23769784
A4970	chr2	25510652
A4971	chr2	27260170
A4972	chr2	24060759
A4973	chr2	24279561
A4974	chr2	38563224
A4975	chr2	30376603
A4976	chr2	33816587
A4977	chr2	32522321
A4978	chr2	64785802
A4979	chr2	64684809
A4980	chr2	68529243
A4981	chr2	60729502
A4982	chr2	46848218
A4983	chr2	47593518
A4984	chr6	74333490
A4985	chr6	72008579
A4986	chr10	102698609
A4987	chr10	94272637
A4988	chr10	114054143
A4989	chr10	103987715
A4990	chr10	91094189
A4991	chr10	101294484
A4992	chr10	91065372
A4993	chr10	113942379
A4994	chr10	101489103
A4995	chr10	93390505
A4996	chr10	100159131
A4997	chr10	101121471
A4998	chr10	112007243
A4999	chr10	112057598
A5000	chr10	124702169
A5001	chr10	96339604
A5002	chr10	120354038
A5003	chr10	97438529
A5004	chr10	120880547
A5005	chr10	99442130
A5006	chr10	122639861
A5007	chr10	103710653
A5008	chr10	103594704
A5009	chr10	106164185
A5010	chr10	101173504
A5011	chr10	101821792
A5012	chr10	104210447
A5013	chr10	99529108
A5014	chr17	63029895
A5015	chr17	46690608
A5016	chr17	44205007
A5017	chr17	46669971
A5018	chr17	43806230
A5019	chr17	46654253
A5020	chr17	46607123
A5021	chr5	172196645
A5022	chr5	167991052
A5023	chr5	174154716
A5024	chr9	27169656
A5025	chr9	4839393
A5026	chr9	26866742
A5027	chr9	27290896
A5028	chr9	27427493
A5029	chr9	5158823
A5030	chr9	5233361
A5031	chr9	5900704
A5032	chr9	5460534
A5033	chr9	21350605
A5034	chr9	21409665
A5035	chr4	158206280
A5036	chr6	150058126
A5037	chr6	151304854
A5038	chr6	150163066
A5039	chr6	151878746
A5040	chr6	150101567
A5041	chr6	151042899
A5042	chr6	153032366
A5043	chrX	30586451
A5044	chrX	30261175
A5045	chr5	139607932
A5046	chr5	140048985
A5047	chr5	141047378
A5048	chr5	140558726
A5049	chr5	140573578
A5050	chr5	140604394
A5051	chr5	140589982
A5052	chr5	140682904
A5053	chr1	175077098
A5054	chr1	174986243
A5055	chr1	173781273
A5056	chr1	173014601
A5057	chr1	177923264
A5058	chr1	170511928
A5059	chr6	167570788
A5060	chr6	160190752
A5061	chr6	160205155
A5062	chr6	167755782
A5063	chr11	130765867
A5064	chr11	128776090
A5065	chr11	124653481
A5066	chr11	128808833
A5067	chrX	69938685
